date,block_section_or_yard,corridor_block,line,demanded_time_from,demanded_time_to,block_demanded,permitted_time_from,permitted_time_to,block_permitted
2024-06-26,PEL YD,MAS-GDR,UP,22:25:00,23:25:00,60,22:30:00,23:30:00,60
2024-06-26,TUG YD,TRL-KPD,UP,22:25:00,00:25:00,120,22:30:00,00:30:00,120
2024-06-26,LTI-KVN,TRL-KPD,UP,14:50:00,15:20:00,30,22:30:00,23:00:00,30
2024-06-26,NYP YD,MAS-GDR,UP,14:15:00,15:15:00,60,22:30:00,23:30:00,60
2024-06-26,SHU YD,TRL-KPD,UP,16:40:00,17:10:00,30,22:30:00,23:00:00,30
2024-06-26,TMV-MTL,MAS-GDR,UP,16:30:00,17:30:00,60,22:30:00,23:30:00,60
2024-06-26,MDVE-CTRE,TRL-KPD,UP,15:00:00,17:00:00,120,22:30:00,00:30:00,120
2024-06-26,ODR YD,MAS-GDR,UP,12:30:00,13:15:00,45,22:30:00,23:15:00,45
2024-06-26,ODUR YD,MAS-GDR,UP,13:10:00,15:00:00,110,22:30:00,00:20:00,110
2024-06-26,AKM YD,MAS-GDR,UP,22:15:00,23:15:00,60,22:30:00,23:30:00,60
2024-06-26,AIPP-ENR,MAS-GDR,UP,13:50:00,15:00:00,70,22:30:00,23:40:00,70
2024-06-26,THL-MCN,TRL-KPD,UP,15:40:00,16:40:00,60,22:30:00,23:30:00,60
2024-06-26,AIPP YD,MAS-GDR,UP,13:25:00,15:25:00,120,22:30:00,00:30:00,120
2024-06-26,LTI-KPD,TRL-KPD,UP,15:00:00,17:00:00,120,22:30:00,00:30:00,120
2024-06-26,SVUR-THL,TRL-KPD,UP,14:30:00,16:30:00,120,22:30:00,00:30:00,120
2024-06-26,KBT YD,TRL-KPD,UP,23:00:00,01:00:00,120,23:00:00,01:00:00,120
2024-06-26,KVN YD,TRL-KPD,UP,23:00:00,01:00:00,120,23:00:00,01:00:00,120
2024-06-26,KVN-LTI,MAS-GDR,UP,23:05:00,00:25:00,80,23:05:00,00:25:00,80
2024-06-26,KOK YD,MAS-GDR,UP,23:20:00,00:30:00,70,23:20:00,00:30:00,70
2024-06-26,PON YD,MAS-GDR,UP,23:30:00,01:30:00,120,23:30:00,01:30:00,120
2024-06-26,TVT YD,MAS-GDR,UP,23:30:00,01:30:00,120,23:30:00,01:30:00,120
2024-06-26,TADA-AKM,MAS-GDR,UP,23:35:00,01:30:00,115,23:35:00,01:30:00,115
2024-06-26,AJJ YD,TRL-KPD,UP,23:40:00,01:40:00,120,23:40:00,01:40:00,120
2024-06-26,NYP-DVR,MAS-GDR,UP,23:45:00,01:15:00,90,23:45:00,01:15:00,90
2024-06-27,KOK-TNP,MAS-GDR,UP,00:00:00,01:30:00,90,00:00:00,01:30:00,90
2024-06-27,TRL YD,TRL-KPD,UP,00:00:00,02:00:00,120,00:00:00,02:00:00,120
2024-06-27,PEL YD,MAS-GDR,UP,00:00:00,01:43:00,103,00:00:00,01:43:00,103
2024-06-27,ENR YD,MAS-GDR,DN,23:30:00,02:30:00,180,00:00:00,03:00:00,180
2024-06-27,ABU-VLK,MAS-GDR,DN,23:00:00,01:25:00,145,00:00:00,02:25:00,145
2024-06-27,TBM YD,MAS-GDR,DN,22:00:00,00:50:00,170,00:00:00,02:50:00,170
2024-06-27,PEL YD,MAS-GDR,DN,22:30:00,01:30:00,180,00:00:00,03:00:00,180
2024-06-27,TVT YD,MAS-GDR,DN,00:15:00,03:15:00,180,00:15:00,03:15:00,180
2024-06-27,PV YD,MAS-GDR,DN,00:25:00,02:50:00,145,00:25:00,02:50:00,145
2024-06-27,KPD YD,TRL-KPD,UP,10:00:00,12:00:00,120,00:30:00,02:30:00,120
2024-06-27,CTRE-MDVE,TRL-KPD,UP,02:00:00,04:00:00,120,00:30:00,02:30:00,120
2024-06-27,WJR YD,TRL-KPD,UP,10:30:00,12:30:00,120,00:30:00,02:30:00,120
2024-06-27,MAS YD,MAS-GDR,UP,00:30:00,02:30:00,120,00:30:00,02:30:00,120
2024-06-27,KOK YD,MAS-GDR,UP,01:00:00,03:00:00,120,00:30:00,02:30:00,120
2024-06-27,TBM YD,MAS-GDR,UP,02:40:00,04:40:00,120,00:30:00,02:30:00,120
2024-06-27,TUG YD,TRL-KPD,UP,10:00:00,12:00:00,120,00:30:00,02:30:00,120
2024-06-27,AIP YD,MAS-GDR,UP,00:30:00,02:00:00,90,00:30:00,02:00:00,90
2024-06-27,SHU YD,TRL-KPD,UP,01:00:00,03:00:00,120,00:30:00,02:30:00,120
2024-06-27,TMV-MTL,MAS-GDR,UP,03:20:00,05:20:00,120,00:30:00,02:30:00,120
2024-06-27,MDVE-SHU,TRL-KPD,UP,01:30:00,03:30:00,120,00:30:00,02:30:00,120
2024-06-27,AKM YD,MAS-GDR,UP,02:15:00,04:15:00,120,00:30:00,02:30:00,120
2024-06-27,TADA YD,MAS-GDR,UP,01:00:00,03:00:00,120,00:30:00,02:30:00,120
2024-06-27,AKM-TADA,MAS-GDR,UP,01:40:00,03:40:00,120,00:30:00,02:30:00,120
2024-06-27,TDK-PUT,AJJ-RU,DN,00:00:00,03:00:00,180,00:30:00,03:30:00,180
2024-06-27,TI YD,MAS-GDR,DN,00:30:00,03:00:00,150,00:30:00,03:00:00,150
2024-06-27,RU-PDD,AJJ-RU,DN,00:20:00,02:34:00,134,00:30:00,02:44:00,134
2024-06-27,MAS YD,MAS-GDR,DN,00:30:00,03:00:00,150,00:30:00,03:00:00,150
2024-06-27,NG-VGA,AJJ-RU,DN,23:30:00,02:30:00,180,00:30:00,03:30:00,180
2024-06-27,TRL-TI,TRL-KPD,UP,00:40:00,01:50:00,70,00:40:00,01:50:00,70
2024-06-27,ABU-AVD,MAS-GDR,UP,02:20:00,04:10:00,110,00:40:00,02:30:00,110
2024-06-27,KBT-TO,TRL-KPD,UP,01:20:00,03:10:00,110,00:40:00,02:30:00,110
2024-06-27,CTRE YD,TRL-KPD,UP,01:40:00,03:15:00,95,00:55:00,02:30:00,95
2024-06-27,AKM YD,MAS-GDR,DN,00:55:00,03:55:00,180,00:55:00,03:55:00,180
2024-06-27,KVN YD,TRL-KPD,UP,03:50:00,05:20:00,90,01:00:00,02:30:00,90
2024-06-27,ELR YD,MAS-GDR,UP,01:00:00,02:00:00,60,01:00:00,02:00:00,60
2024-06-27,TO-AJJ,TRL-KPD,UP,03:45:00,05:15:00,90,01:00:00,02:30:00,90
2024-06-27,VPY-VLK,MAS-GDR,UP,02:10:00,03:30:00,80,01:10:00,02:30:00,80
2024-06-27,VPY-PEW,MAS-GDR,DN,01:15:00,03:30:00,135,01:15:00,03:30:00,135
2024-06-27,ENR YD,MAS-GDR,UP,01:20:00,02:20:00,60,01:20:00,02:20:00,60
2024-06-27,KOK-TNP,MAS-GDR,UP,01:30:00,02:30:00,60,01:30:00,02:30:00,60
2024-06-27,MLPM YD,TRL-KPD,UP,10:30:00,11:30:00,60,01:30:00,02:30:00,60
2024-06-27,MCN YD,TRL-KPD,UP,12:00:00,13:00:00,60,01:30:00,02:30:00,60
2024-06-27,DVR YD,MAS-GDR,UP,09:00:00,10:00:00,60,01:30:00,02:30:00,60
2024-06-27,NYP YD,MAS-GDR,UP,09:40:00,10:40:00,60,01:30:00,02:30:00,60
2024-06-27,TNP-KOK,MAS-GDR,UP,03:40:00,04:40:00,60,01:30:00,02:30:00,60
2024-06-27,PV YD,MAS-GDR,UP,10:30:00,11:30:00,60,01:30:00,02:30:00,60
2024-06-27,TI YD,MAS-GDR,UP,02:40:00,03:40:00,60,01:30:00,02:30:00,60
2024-06-27,TMV-MTL,MAS-GDR,DN,02:55:00,05:55:00,180,01:30:00,04:30:00,180
2024-06-27,AIPP YD,MAS-GDR,DN,11:30:00,14:30:00,180,01:30:00,04:30:00,180
2024-06-27,VPY-VLK,MAS-GDR,DN,10:00:00,13:00:00,180,01:30:00,04:30:00,180
2024-06-27,KOK YD,MAS-GDR,DN,01:30:00,04:00:00,150,01:30:00,04:00:00,150
2024-06-27,PEL-DVR,MAS-GDR,DN,02:15:00,05:15:00,180,01:30:00,04:30:00,180
2024-06-27,DVR-NYP,MAS-GDR,DN,12:00:00,15:00:00,180,01:30:00,04:30:00,180
2024-06-27,VGA-NG,AJJ-RU,DN,11:30:00,14:30:00,180,01:30:00,04:30:00,180
2024-06-27,TNPM YD,MAS-GDR,UP,01:55:00,02:50:00,55,01:35:00,02:30:00,55
2024-06-27,TNP YD,MAS-GDR,UP,02:40:00,03:30:00,50,01:40:00,02:30:00,50
2024-06-27,GPD YD,MAS-GDR,UP,04:10:00,05:00:00,50,01:40:00,02:30:00,50
2024-06-27,PYA-NYP,MAS-GDR,UP,10:05:00,10:50:00,45,01:45:00,02:30:00,45
2024-06-27,VGA-NG,AJJ-RU,UP,16:00:00,17:00:00,60,01:45:00,02:45:00,60
2024-06-27,AJJ YD,TRL-KPD,UP,10:05:00,10:45:00,40,01:50:00,02:30:00,40
2024-06-27,BBQ YD,MAS-GDR,DN,11:10:00,13:45:00,155,01:55:00,04:30:00,155
2024-06-27,PON YD,MAS-GDR,UP,03:40:00,04:10:00,30,02:00:00,02:30:00,30
2024-06-27,TRL YD,TRL-KPD,UP,11:30:00,12:00:00,30,02:00:00,02:30:00,30
2024-06-27,ELR YD,MAS-GDR,UP,03:35:00,04:05:00,30,02:00:00,02:30:00,30
2024-06-27,PEL YD,MAS-GDR,UP,10:10:00,10:40:00,30,02:00:00,02:30:00,30
2024-06-27,AIP YD,MAS-GDR,UP,11:25:00,11:55:00,30,02:00:00,02:30:00,30
2024-06-27,MKK YD,MS-VM,UP,02:45:00,03:45:00,60,02:00:00,03:00:00,60
2024-06-27,KBT YD,TRL-KPD,DN,22:55:00,01:35:00,160,02:00:00,04:40:00,160
2024-06-27,AJJ YD,TRL-KPD,DN,22:30:00,01:00:00,150,02:00:00,04:30:00,150
2024-06-27,TUG YD,TRL-KPD,DN,22:00:00,00:30:00,150,02:00:00,04:30:00,150
2024-06-27,NG-POI,AJJ-RU,DN,11:15:00,13:45:00,150,02:00:00,04:30:00,150
2024-06-27,TRL-TI,TRL-KPD,DN,22:45:00,01:30:00,165,02:00:00,04:45:00,165
2024-06-27,NYP-PYA,MAS-GDR,UP,09:50:00,10:15:00,25,02:05:00,02:30:00,25
2024-06-27,NG-POI,AJJ-RU,UP,02:10:00,02:56:00,46,02:10:00,02:56:00,46
2024-06-27,ENR-AIPP,MAS-GDR,DN,13:00:00,15:00:00,120,02:30:00,04:30:00,120
2024-06-27,VGA-PUT,AJJ-RU,UP,02:45:00,04:00:00,75,02:45:00,04:00:00,75
2024-06-27,TDK-PUDI,AJJ-RU,UP,02:50:00,04:45:00,115,02:50:00,04:45:00,115
2024-06-27,NG-VGA,AJJ-RU,UP,12:00:00,14:00:00,120,03:15:00,05:15:00,120
2024-06-27,VGA YD,AJJ-RU,UP,10:00:00,12:00:00,120,03:15:00,05:15:00,120
2024-06-27,POI YD,AJJ-RU,UP,09:30:00,11:30:00,120,03:15:00,05:15:00,120
2024-06-27,TRL YD,TRL-KPD,DN,10:00:00,13:00:00,180,03:30:00,06:30:00,180
2024-06-27,KPD YD,TRL-KPD,DN,10:55:00,13:50:00,175,03:35:00,06:30:00,175
2024-06-27,MCN-THL,TRL-KPD,DN,10:00:00,12:30:00,150,04:00:00,06:30:00,150
2024-06-27,VGA-PUT,AJJ-RU,UP,12:30:00,13:30:00,60,04:15:00,05:15:00,60
2024-06-27,KPD YD,TRL-KPD,UP,12:00:00,14:00:00,120,22:30:00,00:30:00,120
2024-06-27,CTRE YD,TRL-KPD,UP,13:00:00,14:00:00,60,22:30:00,23:30:00,60
2024-06-27,AJJ YD,TRL-KPD,UP,14:30:00,16:00:00,90,22:30:00,00:00:00,90
2024-06-27,PYA YD,MAS-GDR,UP,15:30:00,16:30:00,60,22:30:00,23:30:00,60
2024-06-27,TRL YD,TRL-KPD,UP,22:00:00,00:00:00,120,22:30:00,00:30:00,120
2024-06-27,MLPM YD,TRL-KPD,UP,15:45:00,16:15:00,30,22:30:00,23:00:00,30
2024-06-27,MCN YD,TRL-KPD,UP,14:30:00,15:00:00,30,22:30:00,23:00:00,30
2024-06-27,KVN YD,TRL-KPD,UP,15:30:00,16:30:00,60,22:30:00,23:30:00,60
2024-06-27,DVR YD,MAS-GDR,UP,13:30:00,14:15:00,45,22:30:00,23:15:00,45
2024-06-27,PEL YD,MAS-GDR,UP,12:45:00,13:15:00,30,22:30:00,23:00:00,30
2024-06-27,TUG YD,TRL-KPD,UP,22:00:00,00:00:00,120,22:30:00,00:30:00,120
2024-06-27,NYP YD,MAS-GDR,UP,12:30:00,13:30:00,60,22:30:00,23:30:00,60
2024-06-27,TMV-MTL,MAS-GDR,UP,14:30:00,15:30:00,60,22:30:00,23:30:00,60
2024-06-27,MDVE-CTRE,TRL-KPD,UP,22:15:00,00:15:00,120,22:30:00,00:30:00,120
2024-06-27,ODUR YD,MAS-GDR,UP,15:10:00,17:00:00,110,22:30:00,00:20:00,110
2024-06-27,AKM YD,MAS-GDR,UP,16:00:00,16:50:00,50,22:30:00,23:20:00,50
2024-06-27,AIPP YD,MAS-GDR,UP,15:45:00,17:45:00,120,22:30:00,00:30:00,120
2024-06-27,NYP-DVR,MAS-GDR,UP,22:30:00,00:00:00,90,22:30:00,00:00:00,90
2024-06-27,SVUR-THL,TRL-KPD,UP,22:30:00,00:30:00,120,22:30:00,00:30:00,120
2024-06-27,TADA-AKM,MAS-GDR,UP,22:55:00,00:45:00,110,22:55:00,00:45:00,110
2024-06-27,TNP YD,MAS-GDR,UP,23:00:00,00:30:00,90,23:00:00,00:30:00,90
2024-06-27,LTI-KPD,TRL-KPD,UP,23:15:00,01:00:00,105,23:15:00,01:00:00,105
2024-06-27,PEL YD,MAS-GDR,UP,23:20:00,00:50:00,90,23:20:00,00:50:00,90
2024-06-27,KOK-TNP,MAS-GDR,UP,23:30:00,01:00:00,90,23:30:00,01:00:00,90
2024-06-27,KOK YD,MAS-GDR,UP,23:30:00,00:15:00,45,23:30:00,00:15:00,45
2024-06-27,TVT YD,MAS-GDR,UP,23:30:00,01:30:00,120,23:30:00,01:30:00,120
2024-06-28,TI YD,MAS-GDR,DN,23:30:00,02:00:00,150,00:00:00,02:30:00,150
2024-06-28,VPY-VLK,MAS-GDR,DN,23:40:00,02:40:00,180,00:00:00,03:00:00,180
2024-06-28,ABU-VLK,MAS-GDR,DN,23:15:00,01:36:00,141,00:00:00,02:21:00,141
2024-06-28,TBM YD,MAS-GDR,DN,23:30:00,02:15:00,165,00:00:00,02:45:00,165
2024-06-28,MAS YD,MAS-GDR,DN,00:00:00,02:30:00,150,00:00:00,02:30:00,150
2024-06-28,KOK YD,MAS-GDR,DN,00:00:00,02:30:00,150,00:00:00,02:30:00,150
2024-06-28,AKM YD,MAS-GDR,DN,22:20:00,00:55:00,155,00:00:00,02:35:00,155
2024-06-28,TVT YD,MAS-GDR,DN,23:45:00,02:40:00,175,00:00:00,02:55:00,175
2024-06-28,AKM YD,MAS-GDR,UP,00:19:00,01:49:00,90,00:19:00,01:49:00,90
2024-06-28,KPD YD,TRL-KPD,UP,10:00:00,12:00:00,120,00:30:00,02:30:00,120
2024-06-28,CTRE-MDVE,TRL-KPD,UP,02:00:00,04:00:00,120,00:30:00,02:30:00,120
2024-06-28,KBT YD,TRL-KPD,UP,01:30:00,03:30:00,120,00:30:00,02:30:00,120
2024-06-28,AJJ YD,TRL-KPD,UP,10:50:00,12:50:00,120,00:30:00,02:30:00,120
2024-06-28,PON YD,MAS-GDR,UP,01:00:00,03:00:00,120,00:30:00,02:30:00,120
2024-06-28,MAS YD,MAS-GDR,UP,00:45:00,02:45:00,120,00:30:00,02:30:00,120
2024-06-28,KOK YD,MAS-GDR,UP,00:30:00,02:30:00,120,00:30:00,02:30:00,120
2024-06-28,TBM YD,MAS-GDR,UP,00:45:00,02:45:00,120,00:30:00,02:30:00,120
2024-06-28,SHU YD,TRL-KPD,UP,10:00:00,12:00:00,120,00:30:00,02:30:00,120
2024-06-28,TMV-MTL,MAS-GDR,UP,02:00:00,04:00:00,120,00:30:00,02:30:00,120
2024-06-28,MDVE-SHU,TRL-KPD,UP,01:30:00,03:30:00,120,00:30:00,02:30:00,120
2024-06-28,AKM-TADA,MAS-GDR,UP,01:50:00,03:50:00,120,00:30:00,02:30:00,120
2024-06-28,ENR YD,MAS-GDR,DN,00:30:00,03:30:00,180,00:30:00,03:30:00,180
2024-06-28,TDK-PUT,AJJ-RU,DN,00:00:00,03:00:00,180,00:30:00,03:30:00,180
2024-06-28,NG-VGA,AJJ-RU,DN,23:30:00,02:30:00,180,00:30:00,03:30:00,180
2024-06-28,TRL YD,TRL-KPD,UP,11:10:00,13:00:00,110,00:40:00,02:30:00,110
2024-06-28,TADA YD,MAS-GDR,UP,00:40:00,02:25:00,105,00:40:00,02:25:00,105
2024-06-28,KBT-TO,TRL-KPD,UP,04:05:00,05:40:00,95,00:55:00,02:30:00,95
2024-06-28,WJR YD,TRL-KPD,UP,09:30:00,11:00:00,90,01:00:00,02:30:00,90
2024-06-28,ABU-AVD,MAS-GDR,UP,01:50:00,03:20:00,90,01:00:00,02:30:00,90
2024-06-28,PEL-DVR,MAS-GDR,DN,01:00:00,04:00:00,180,01:00:00,04:00:00,180
2024-06-28,VPY-VLK,MAS-GDR,UP,11:45:00,13:00:00,75,01:15:00,02:30:00,75
2024-06-28,TNPM YD,MAS-GDR,UP,01:20:00,02:15:00,55,01:20:00,02:15:00,55
2024-06-28,CTRE YD,TRL-KPD,UP,03:00:00,04:00:00,60,01:30:00,02:30:00,60
2024-06-28,KVN YD,TRL-KPD,UP,10:50:00,11:50:00,60,01:30:00,02:30:00,60
2024-06-28,ELR YD,MAS-GDR,UP,02:15:00,03:15:00,60,01:30:00,02:30:00,60
2024-06-28,PEL YD,MAS-GDR,UP,01:40:00,02:40:00,60,01:30:00,02:30:00,60
2024-06-28,TUG YD,TRL-KPD,UP,10:30:00,11:30:00,60,01:30:00,02:30:00,60
2024-06-28,NYP YD,MAS-GDR,UP,11:00:00,12:00:00,60,01:30:00,02:30:00,60
2024-06-28,TNP-KOK,MAS-GDR,UP,01:30:00,02:30:00,60,01:30:00,02:30:00,60
2024-06-28,TO-AJJ,TRL-KPD,UP,02:20:00,03:20:00,60,01:30:00,02:30:00,60
2024-06-28,TMV-MTL,MAS-GDR,DN,02:00:00,05:00:00,180,01:30:00,04:30:00,180
2024-06-28,AIPP YD,MAS-GDR,DN,11:30:00,14:30:00,180,01:30:00,04:30:00,180
2024-06-28,PEL YD,MAS-GDR,DN,11:30:00,14:30:00,180,01:30:00,04:30:00,180
2024-06-28,DVR-NYP,MAS-GDR,DN,12:00:00,15:00:00,180,01:30:00,04:30:00,180
2024-06-28,VGA-NG,AJJ-RU,DN,11:30:00,14:30:00,180,01:30:00,04:30:00,180
2024-06-28,KOK-TNP,MAS-GDR,UP,02:05:00,03:00:00,55,01:35:00,02:30:00,55
2024-06-28,MCN YD,TRL-KPD,UP,09:30:00,10:15:00,45,01:45:00,02:30:00,45
2024-06-28,TNP YD,MAS-GDR,UP,03:40:00,04:25:00,45,01:45:00,02:30:00,45
2024-06-28,PV YD,MAS-GDR,UP,12:00:00,12:45:00,45,01:45:00,02:30:00,45
2024-06-28,VGA YD,AJJ-RU,UP,22:30:00,00:30:00,120,01:45:00,03:45:00,120
2024-06-28,VGA-NG,AJJ-RU,UP,15:40:00,16:40:00,60,01:45:00,02:45:00,60
2024-06-28,POI YD,AJJ-RU,UP,23:00:00,01:00:00,120,01:45:00,03:45:00,120
2024-06-28,RU-PDD,AJJ-RU,DN,01:50:00,03:58:00,128,01:50:00,03:58:00,128
2024-06-28,MLPM YD,TRL-KPD,UP,12:05:00,12:40:00,35,01:55:00,02:30:00,35
2024-06-28,KBT YD,TRL-KPD,DN,23:00:00,01:30:00,150,02:00:00,04:30:00,150
2024-06-28,AJJ YD,TRL-KPD,DN,01:00:00,03:30:00,150,02:00:00,04:30:00,150
2024-06-28,TUG YD,TRL-KPD,DN,21:30:00,00:00:00,150,02:00:00,04:30:00,150
2024-06-28,BBQ YD,MAS-GDR,DN,11:00:00,13:30:00,150,02:00:00,04:30:00,150
2024-06-28,TRL-TI,TRL-KPD,DN,23:10:00,01:50:00,160,02:00:00,04:40:00,160
2024-06-28,VGA-PUT,AJJ-RU,UP,02:30:00,03:45:00,75,02:30:00,03:45:00,75
2024-06-28,NG-VGA,AJJ-RU,UP,12:00:00,14:00:00,120,03:15:00,05:15:00,120
2024-06-28,TRL YD,TRL-KPD,DN,10:00:00,13:00:00,180,03:30:00,06:30:00,180
2024-06-28,KPD YD,TRL-KPD,DN,10:20:00,13:10:00,170,03:40:00,06:30:00,170
2024-06-28,MCN-THL,TRL-KPD,DN,10:00:00,12:30:00,150,04:00:00,06:30:00,150
2024-06-28,KPD YD,TRL-KPD,UP,14:00:00,16:00:00,120,22:30:00,00:30:00,120
2024-06-28,CTRE YD,TRL-KPD,UP,12:00:00,13:00:00,60,22:30:00,23:30:00,60
2024-06-28,AJJ YD,TRL-KPD,UP,14:30:00,16:00:00,90,22:30:00,00:00:00,90
2024-06-28,PYA YD,MAS-GDR,UP,12:30:00,13:30:00,60,22:30:00,23:30:00,60
2024-06-28,MLPM YD,TRL-KPD,UP,16:30:00,17:00:00,30,22:30:00,23:00:00,30
2024-06-28,MCN YD,TRL-KPD,UP,13:10:00,13:40:00,30,22:30:00,23:00:00,30
2024-06-28,KVN YD,TRL-KPD,UP,14:00:00,15:00:00,60,22:30:00,23:30:00,60
2024-06-28,DVR YD,MAS-GDR,UP,13:05:00,13:35:00,30,22:30:00,23:00:00,30
2024-06-28,TNP YD,MAS-GDR,UP,12:05:00,13:25:00,80,22:30:00,23:50:00,80
2024-06-28,PEL YD,MAS-GDR,UP,22:15:00,23:15:00,60,22:30:00,23:30:00,60
2024-06-28,TUG YD,TRL-KPD,UP,13:00:00,15:00:00,120,22:30:00,00:30:00,120
2024-06-28,NYP YD,MAS-GDR,UP,13:45:00,14:45:00,60,22:30:00,23:30:00,60
2024-06-28,TMV-MTL,MAS-GDR,UP,16:30:00,17:30:00,60,22:30:00,23:30:00,60
2024-06-28,MDVE-CTRE,TRL-KPD,UP,14:00:00,16:00:00,120,22:30:00,00:30:00,120
2024-06-28,ODUR YD,MAS-GDR,UP,12:40:00,14:10:00,90,22:30:00,00:00:00,90
2024-06-28,AIPP YD,MAS-GDR,UP,16:30:00,18:00:00,90,22:30:00,00:00:00,90
2024-06-28,SVUR-THL,TRL-KPD,UP,14:30:00,16:30:00,120,22:30:00,00:30:00,120
2024-06-28,TRL YD,TRL-KPD,UP,23:00:00,01:00:00,120,23:00:00,01:00:00,120
2024-06-28,TADA-AKM,MAS-GDR,UP,23:05:00,00:35:00,90,23:05:00,00:35:00,90
2024-06-28,TVT YD,MAS-GDR,UP,23:30:00,01:30:00,120,23:30:00,01:30:00,120
2024-06-28,PEL YD,MAS-GDR,UP,23:40:00,01:00:00,80,23:40:00,01:00:00,80
2024-06-28,SHU YD,TRL-KPD,UP,23:40:00,00:40:00,60,23:40:00,00:40:00,60
2024-06-28,MAS YD,MAS-GDR,UP,23:50:00,01:50:00,120,23:50:00,01:50:00,120
2024-06-29,PON YD,MAS-GDR,UP,00:00:00,02:00:00,120,00:00:00,02:00:00,120
2024-06-29,TI YD,MAS-GDR,DN,23:30:00,02:00:00,150,00:00:00,02:30:00,150
2024-06-29,KOK YD,MAS-GDR,DN,23:00:00,01:30:00,150,00:00:00,02:30:00,150
2024-06-29,AKM YD,MAS-GDR,DN,22:45:00,01:15:00,150,00:00:00,02:30:00,150
2024-06-29,TVT YD,MAS-GDR,DN,23:00:00,01:30:00,150,00:00:00,02:30:00,150
2024-06-29,ABU-VLK,MAS-GDR,DN,00:10:00,02:20:00,130,00:10:00,02:20:00,130
2024-06-29,KPD YD,TRL-KPD,UP,10:00:00,12:00:00,120,00:30:00,02:30:00,120
2024-06-29,CTRE-MDVE,TRL-KPD,UP,02:00:00,04:00:00,120,00:30:00,02:30:00,120
2024-06-29,KBT YD,TRL-KPD,UP,03:15:00,05:15:00,120,00:30:00,02:30:00,120
2024-06-29,AJJ YD,TRL-KPD,UP,10:20:00,12:20:00,120,00:30:00,02:30:00,120
2024-06-29,KOK-TNP,MAS-GDR,UP,00:30:00,01:30:00,60,00:30:00,01:30:00,60
2024-06-29,KOK YD,MAS-GDR,UP,01:00:00,03:00:00,120,00:30:00,02:30:00,120
2024-06-29,TBM YD,MAS-GDR,UP,02:45:00,04:45:00,120,00:30:00,02:30:00,120
2024-06-29,TMV-MTL,MAS-GDR,UP,02:00:00,04:00:00,120,00:30:00,02:30:00,120
2024-06-29,MDVE-SHU,TRL-KPD,UP,01:30:00,03:30:00,120,00:30:00,02:30:00,120
2024-06-29,AKM-TADA,MAS-GDR,UP,01:40:00,03:40:00,120,00:30:00,02:30:00,120
2024-06-29,TDK-PUT,AJJ-RU,DN,23:40:00,02:40:00,180,00:30:00,03:30:00,180
2024-06-29,MAS YD,MAS-GDR,DN,00:30:00,03:00:00,150,00:30:00,03:00:00,150
2024-06-29,NG-VGA,AJJ-RU,DN,00:40:00,03:40:00,180,00:40:00,03:40:00,180
2024-06-29,ENR YD,MAS-GDR,DN,00:45:00,03:45:00,180,00:45:00,03:45:00,180
2024-06-29,KBT-TO,TRL-KPD,UP,01:25:00,03:00:00,95,00:55:00,02:30:00,95
2024-06-29,AKM YD,MAS-GDR,UP,02:00:00,03:30:00,90,01:00:00,02:30:00,90
2024-06-29,ELR YD,MAS-GDR,UP,01:05:00,02:05:00,60,01:05:00,02:05:00,60
2024-06-29,TRL YD,TRL-KPD,UP,11:10:00,12:30:00,80,01:10:00,02:30:00,80
2024-06-29,PEL YD,MAS-GDR,UP,01:10:00,02:00:00,50,01:10:00,02:00:00,50
2024-06-29,ABU-AVD,MAS-GDR,UP,02:00:00,03:15:00,75,01:15:00,02:30:00,75
2024-06-29,PEL-DVR,MAS-GDR,DN,01:15:00,04:15:00,180,01:15:00,04:15:00,180
2024-06-29,SHU YD,TRL-KPD,UP,01:55:00,02:57:00,62,01:28:00,02:30:00,62
2024-06-29,CTRE YD,TRL-KPD,UP,03:00:00,04:00:00,60,01:30:00,02:30:00,60
2024-06-29,WJR YD,TRL-KPD,UP,09:30:00,10:30:00,60,01:30:00,02:30:00,60
2024-06-29,KVN YD,TRL-KPD,UP,10:00:00,11:00:00,60,01:30:00,02:30:00,60
2024-06-29,TNP-KOK,MAS-GDR,UP,02:00:00,03:00:00,60,01:30:00,02:30:00,60
2024-06-29,VPY-VLK,MAS-GDR,UP,02:00:00,03:00:00,60,01:30:00,02:30:00,60
2024-06-29,TADA YD,MAS-GDR,UP,08:40:00,09:40:00,60,01:30:00,02:30:00,60
2024-06-29,TMV-MTL,MAS-GDR,DN,02:00:00,05:00:00,180,01:30:00,04:30:00,180
2024-06-29,AIPP YD,MAS-GDR,DN,11:30:00,14:30:00,180,01:30:00,04:30:00,180
2024-06-29,VPY-VLK,MAS-GDR,DN,10:00:00,13:00:00,180,01:30:00,04:30:00,180
2024-06-29,DVR-NYP,MAS-GDR,DN,12:00:00,15:00:00,180,01:30:00,04:30:00,180
2024-06-29,VGA-NG,AJJ-RU,DN,11:30:00,14:30:00,180,01:30:00,04:30:00,180
2024-06-29,TNPM YD,MAS-GDR,UP,02:30:00,03:15:00,45,01:45:00,02:30:00,45
2024-06-29,PV YD,MAS-GDR,UP,11:50:00,12:35:00,45,01:45:00,02:30:00,45
2024-06-29,VGA YD,AJJ-RU,UP,00:00:00,02:00:00,120,01:45:00,03:45:00,120
2024-06-29,VGA-NG,AJJ-RU,UP,15:20:00,16:20:00,60,01:45:00,02:45:00,60
